0,0,2.67241
0.1309,0,2.37931
0.261799,0,2.43793
0.392699,0,2.25172
0.523599,0,2.71724
0.654498,0,2.19138
0.785398,0,2.08276
0.916298,0,1.71034
1.0472,0,2.51724
1.1781,0,2.22759
1.309,0,2.06552
1.4399,0,2.35345
1.5708,0,1.92931
1.7017,0,1.5569
1.8326,0,2.44828
1.9635,0,1.73276
2.0944,0,2.1931
2.22529,0,2.09483
2.35619,0,2.26034
2.48709,0,2.78793
2.61799,0,2.29828
2.74889,0,3.06034
2.87979,0,3.29655
3.01069,0,3.07414
3.14159,0,3.53793
3.27249,0,3.22759
3.40339,0,2.88103
3.53429,0,2.87241
3.66519,0,2.42759
3.79609,0,2.53966
3.92699,0,2.00517
4.05789,0,2.61552
4.18879,0,2.73966
4.31969,0,2.53448
4.45059,0,2.53621
4.58149,0,2.19138
4.71239,0,1.84138
4.84329,0,2.91552
4.97419,0,1.38448
5.10509,0,2.06034
5.23599,0,1.95172
5.36689,0,2.59483
5.49779,0,2.64138
5.62869,0,2.94483
5.75959,0,2.81379
5.89049,0,2.4569
6.02139,0,3.09138
6.15229,0,3.01724
6.28319,0,3.08103
0,0,3.05
0,0.1309,3.16724
0,0.261799,2.36552
0,0.392699,1.49138
0,0.523599,1.7
0,0.654498,1.6569
0,0.785398,1.88621
0,0.916298,1.71897
0,1.0472,2.21897
0,1.1781,2.20345
0,1.309,2.66034
0,1.4399,2.59655
0,1.5708,2.5431
0,1.7017,2.51034
0,1.8326,3.02586
0,1.9635,3.21552
0,2.0944,3.95517
0,2.22529,3.29138
0,2.35619,4.14138
0,2.48709,4.05862
0,2.61799,3.91034
0,2.74889,4.08621
0,2.87979,3.37241
0,3.01069,3.83621
0,3.14159,2.95517
0,3.27249,2.30172
0,3.40339,1.76724
0,3.53429,1.67069
0,3.66519,1.49828
0,3.79609,1.3569
0,3.92699,2.14828
0,4.05789,1.88621
0,4.18879,2.7069
0,4.31969,2.85345
0,4.45059,1.90517
0,4.58149,1.55345
0,4.71239,2.41034
0,4.84329,2.8931
0,4.97419,3.02414
0,5.10509,3.47069
0,5.23599,4.01897
0,5.36689,3.92414
0,5.49779,4.29655
0,5.62869,4.99138
0,5.75959,3.98276
0,5.89049,3.92241
0,6.02139,3.23966
0,6.15229,3.22414
0,6.28319,2.75
1.5708,0,1.66552
1.5708,0.1309,1.87759
1.5708,0.261799,2.18276
1.5708,0.392699,1.44655
1.5708,0.523599,2.82069
1.5708,0.654498,2.28793
1.5708,0.785398,2.30517
1.5708,0.916298,3.02241
1.5708,1.0472,3.24828
1.5708,1.1781,3.27931
1.5708,1.309,2.76552
1.5708,1.4399,3.12414
1.5708,1.5708,3.68103
1.5708,1.7017,2.72759
1.5708,1.8326,2.91552
1.5708,1.9635,3.61552
1.5708,2.0944,2.73966
1.5708,2.22529,3.43621
1.5708,2.35619,3.23621
1.5708,2.48709,3.4931
1.5708,2.61799,2.99483
1.5708,2.74889,2.57759
1.5708,2.87979,2.33966
1.5708,3.01069,2.53966
1.5708,3.14159,2.25
1.5708,3.27249,1.8569
1.5708,3.40339,1.75345
1.5708,3.53429,2.49828
1.5708,3.66519,2.1069
1.5708,3.79609,1.86552
1.5708,3.92699,2.80172
1.5708,4.05789,2.51034
1.5708,4.18879,2.38966
1.5708,4.31969,3.50172
1.5708,4.45059,2.77759
1.5708,4.58149,2.83448
1.5708,4.71239,3.17241
1.5708,4.84329,3.05517
1.5708,4.97419,3.14483
1.5708,5.10509,3.10862
1.5708,5.23599,2.98966
1.5708,5.36689,2.87241
1.5708,5.49779,2.44483
1.5708,5.62869,3.6
1.5708,5.75959,3.26897
1.5708,5.89049,2.80862
1.5708,6.02139,2.24828
1.5708,6.15229,2.67586
1.5708,6.28319,2.66034
