0,0,1.54666
0.1309,0,1.54669
0.261799,0,1.54679
0.392699,0,1.54695
0.523599,0,1.54716
0.654498,0,1.5474
0.785398,0,1.54766
0.916298,0,1.54792
1.0472,0,1.54816
1.1781,0,1.54837
1.309,0,1.54853
1.4399,0,1.54863
1.5708,0,1.54866
1.7017,0,1.54863
1.8326,0,1.54853
1.9635,0,1.54837
2.0944,0,1.54816
2.22529,0,1.54792
2.35619,0,1.54766
2.48709,0,1.5474
2.61799,0,1.54716
2.74889,0,1.54695
2.87979,0,1.54679
3.01069,0,1.54669
3.14159,0,1.54666
3.27249,0,1.54669
3.40339,0,1.54679
3.53429,0,1.54695
3.66519,0,1.54716
3.79609,0,1.5474
3.92699,0,1.54766
4.05789,0,1.54792
4.18879,0,1.54816
4.31969,0,1.54837
4.45059,0,1.54853
4.58149,0,1.54863
4.71239,0,1.54866
4.84329,0,1.54863
4.97419,0,1.54853
5.10509,0,1.54837
5.23599,0,1.54816
5.36689,0,1.54792
5.49779,0,1.54766
5.62869,0,1.5474
5.75959,0,1.54716
5.89049,0,1.54695
6.02139,0,1.54679
6.15229,0,1.54669
6.28319,0,1.54666
0,0,1.17586
0,0.1309,1.47069
0,0.261799,0.391379
0,0.392699,0.767241
0,0.523599,0.739655
0,0.654498,0.0793103
0,0.785398,0.905172
0,0.916298,0.0793103
0,1.0472,0.537931
0,1.1781,0.762069
0,1.309,0.810345
0,1.4399,0.696552
0,1.5708,0.363793
0,1.7017,1.0069
0,1.8326,0.917241
0,1.9635,1.62241
0,2.0944,1.25
0,2.22529,1.9431
0,2.35619,1.70172
0,2.48709,1.63966
0,2.61799,1.21552
0,2.74889,1.72759
0,2.87979,1.99138
0,3.01069,1.27241
0,3.14159,2.15517
0,3.27249,1.64828
0,3.40339,1.84483
0,3.53429,0.922414
0,3.66519,1.09828
0,3.79609,0.446552
0,3.92699,0.260345
0,4.05789,0.789655
0,4.18879,0.246552
0,4.31969,0.92931
0,4.45059,0.756897
0,4.58149,0.312069
0,4.71239,0.148276
0,4.84329,0.825862
0,4.97419,1.1931
0,5.10509,1.35345
0,5.23599,1.32586
0,5.36689,1.63621
0,5.49779,1.7
0,5.62869,2.21379
0,5.75959,2.16552
0,5.89049,1.55862
0,6.02139,1.83966
0,6.15229,1.88621
0,6.28319,1.43448
1.5708,0,1.23448
1.5708,0.1309,1.22414
1.5708,0.261799,1.2431
1.5708,0.392699,1.58966
1.5708,0.523599,1.3931
1.5708,0.654498,1.08621
1.5708,0.785398,0.884483
1.5708,0.916298,0.531034
1.5708,1.0472,0.705172
1.5708,1.1781,0.62069
1.5708,1.309,0.712069
1.5708,1.4399,0.991379
1.5708,1.5708,0.756897
1.5708,1.7017,1.03276
1.5708,1.8326,0.610345
1.5708,1.9635,0.186207
1.5708,2.0944,0.222414
1.5708,2.22529,0.496552
1.5708,2.35619,0.37931
1.5708,2.48709,0.491379
1.5708,2.61799,0.696552
1.5708,2.74889,0.965517
1.5708,2.87979,0.586207
1.5708,3.01069,1.10862
1.5708,3.14159,1.3431
1.5708,3.27249,0.941379
1.5708,3.40339,1.08621
1.5708,3.53429,1.05862
1.5708,3.66519,1.49483
1.5708,3.79609,0.517241
1.5708,3.92699,0.55
1.5708,4.05789,0.0810345
1.5708,4.18879,0.110345
1.5708,4.31969,0.148276
1.5708,4.45059,-0.0896552
1.5708,4.58149,0.37931
1.5708,4.71239,0.45
1.5708,4.84329,0.786207
1.5708,4.97419,0.705172
1.5708,5.10509,0.856897
1.5708,5.23599,0.810345
1.5708,5.36689,0.625862
1.5708,5.49779,0.262069
1.5708,5.62869,0.331034
1.5708,5.75959,0.810345
1.5708,5.89049,0.996552
1.5708,6.02139,1.6569
1.5708,6.15229,1.35172
1.5708,6.28319,1.10862
